0.0394457, 64, 1,
0.031988, 64, 2,
0.0303737, 64, 3,
0.036938, 64, 4,
0.032005, 64, 5,
0.0336756, 64, 6,
0.0353769, 64, 7,
0.0370219, 64, 8,
0.0436784, 64, 9,
0.038481, 64, 10,
0.0837437, 64, 11,
0.134836, 64, 12,
0.236626, 64, 13,
0.348488, 64, 14,
0.448782, 64, 15,
0.575068, 64, 16,
0.532923, 64, 17,
0.852885, 64, 18,
0.873447, 64, 19,
0.73173, 64, 20,
0.437653, 64, 21,
0.417757, 64, 22,
0.446148, 64, 23,
0.476307, 64, 24,
0.230288, 128, 1,
0.166115, 128, 2,
0.138108, 128, 3,
0.127552, 128, 4,
0.122865, 128, 5,
0.122056, 128, 6,
0.142008, 128, 7,
0.121829, 128, 8,
0.14577, 128, 9,
0.125688, 128, 10,
0.142232, 128, 11,
0.345225, 128, 12,
0.31649, 128, 13,
0.486716, 128, 14,
0.625455, 128, 15,
0.662474, 128, 16,
0.669281, 128, 17,
0.662757, 128, 18,
0.941123, 128, 19,
0.910731, 128, 20,
0.670666, 128, 21,
0.657528, 128, 22,
0.706316, 128, 23,
0.720339, 128, 24,
1.5925, 256, 1,
1.11224, 256, 2,
0.910485, 256, 3,
0.781881, 256, 4,
0.729415, 256, 5,
0.695703, 256, 6,
0.667901, 256, 7,
0.671235, 256, 8,
0.658086, 256, 9,
0.663751, 256, 10,
0.642911, 256, 11,
0.653077, 256, 12,
0.784242, 256, 13,
0.961261, 256, 14,
0.932246, 256, 15,
1.15979, 256, 16,
1.16581, 256, 17,
1.35094, 256, 18,
1.28906, 256, 19,
1.31066, 256, 20,
1.51526, 256, 21,
1.5358, 256, 22,
1.55436, 256, 23,
1.65707, 256, 24,
