100000, 1, 0.000665, 0.005796
100000, 2, 0.000665, 0.002922
100000, 3, 0.000665, 0.001954
100000, 4, 0.000665, 0.001479
100000, 5, 0.000665, 0.001185
100000, 6, 0.000665, 0.000992
100000, 7, 0.000665, 0.000856
100000, 8, 0.000665, 0.000753
100000, 9, 0.000665, 0.000673
100000, 10, 0.000665, 0.000609
100000, 11, 0.000665, 0.002816
100000, 12, 0.000665, 0.003285
100000, 13, 0.000665, 0.002657
100000, 14, 0.000665, 0.002583
100000, 15, 0.000665, 0.002532
100000, 16, 0.000665, 0.004193
100000, 17, 0.000665, 0.004148
100000, 18, 0.000665, 0.004101
100000, 19, 0.000665, 0.004089
100000, 20, 0.000665, 0.004052
100000, 21, 0.000665, 0.000909
100000, 22, 0.000665, 0.000884
100000, 23, 0.000665, 0.000832
100000, 24, 0.000665, 0.000801
1000000, 1, 0.005788, 0.057692
1000000, 2, 0.005788, 0.028947
1000000, 3, 0.005788, 0.019262
1000000, 4, 0.005788, 0.014453
1000000, 5, 0.005788, 0.011566
1000000, 6, 0.005788, 0.009647
1000000, 7, 0.005788, 0.008281
1000000, 8, 0.005788, 0.007257
1000000, 9, 0.005788, 0.006454
1000000, 10, 0.005788, 0.005818
1000000, 11, 0.005788, 0.009889
1000000, 12, 0.005788, 0.010413
1000000, 13, 0.005788, 0.010659
1000000, 14, 0.005788, 0.010023
1000000, 15, 0.005788, 0.009459
1000000, 16, 0.005788, 0.003667
1000000, 17, 0.005788, 0.008567
1000000, 18, 0.005788, 0.008172
1000000, 19, 0.005788, 0.007838
1000000, 20, 0.005788, 0.006969
1000000, 21, 0.005788, 0.005591
1000000, 22, 0.005788, 0.005349
1000000, 23, 0.005788, 0.005120
1000000, 24, 0.005788, 0.004905
10000000, 1, 0.057309, 0.566526
10000000, 2, 0.057309, 0.284815
10000000, 3, 0.057309, 0.190981
10000000, 4, 0.057309, 0.143914
10000000, 5, 0.057309, 0.115510
10000000, 6, 0.057309, 0.096245
10000000, 7, 0.057309, 0.082554
10000000, 8, 0.057309, 0.072266
10000000, 9, 0.057309, 0.064253
10000000, 10, 0.057309, 0.057935
10000000, 11, 0.057309, 0.052692
10000000, 12, 0.057309, 0.048295
10000000, 13, 0.057309, 0.069579
10000000, 14, 0.057309, 0.048236
10000000, 15, 0.057309, 0.057789
10000000, 16, 0.057309, 0.059606
10000000, 17, 0.057309, 0.054840
10000000, 18, 0.057309, 0.051765
10000000, 19, 0.057309, 0.048741
10000000, 20, 0.057309, 0.049756
10000000, 21, 0.057309, 0.045316
10000000, 22, 0.057309, 0.039273
10000000, 23, 0.057309, 0.037350
10000000, 24, 0.057309, 0.036539
100000000, 1, 0.569410, 5.608780
100000000, 2, 0.569410, 2.818228
100000000, 3, 0.569410, 1.886281
100000000, 4, 0.569410, 1.416612
100000000, 5, 0.569410, 1.135403
100000000, 6, 0.569410, 0.947119
100000000, 7, 0.569410, 0.811398
100000000, 8, 0.569410, 0.709477
100000000, 9, 0.569410, 0.631486
100000000, 10, 0.569410, 0.569711
100000000, 11, 0.569410, 0.519100
100000000, 12, 0.569410, 0.476705
100000000, 13, 0.569410, 0.439439
100000000, 14, 0.569410, 0.407579
100000000, 15, 0.569410, 0.380010
100000000, 16, 0.569410, 0.356013
100000000, 17, 0.569410, 0.335918
100000000, 18, 0.569410, 0.317941
100000000, 19, 0.569410, 0.301211
100000000, 20, 0.569410, 0.290466
100000000, 21, 0.569410, 0.407354
100000000, 22, 0.569410, 0.389097
100000000, 23, 0.569410, 0.374037
100000000, 24, 0.569410, 0.355241
1000000000, 1, 5.696072, 55.640565
1000000000, 2, 5.696072, 27.862688
1000000000, 3, 5.696072, 18.589944
1000000000, 4, 5.696072, 13.955494
1000000000, 5, 5.696072, 11.174428
1000000000, 6, 5.696072, 9.318062
1000000000, 7, 5.696072, 7.994202
1000000000, 8, 5.696072, 7.000196
1000000000, 9, 5.696072, 6.226975
1000000000, 10, 5.696072, 5.607722
1000000000, 11, 5.696072, 5.101286
1000000000, 12, 5.696072, 4.678948
1000000000, 13, 5.696072, 4.321988
1000000000, 14, 5.696072, 4.016109
1000000000, 15, 5.696072, 3.750780
1000000000, 16, 5.696072, 3.527355
1000000000, 17, 5.696072, 3.322086
1000000000, 18, 5.696072, 3.138964
1000000000, 19, 5.696072, 2.975399
1000000000, 20, 5.696072, 2.827117
1000000000, 21, 5.696072, 3.179981
1000000000, 22, 5.696072, 3.803572
1000000000, 23, 5.696072, 3.640835
1000000000, 24, 5.696072, 3.487952
