1 0 558696 


2 .2 86236.8 
2 1.2 460820 


4 .4 43547.8 
4 1.4 43376.8 
4 2.4 233094 
4 3.4 230888 


8 .6 113.128 
8 1.6 261.946 
8 2.6 43012.2 
8 3.6 43115.9 
8 4.6 157033 
8 5.6 156834 
8 6.6 73987.8 
8 7.6 73892.1 


16 .8 4.327 
16 1.8 109.269 
16 2.8 258.08 
16 3.8 4.298 
16 4.8 8.058 
16 5.8 42922 
16 6.8 43831.4 
16 7.8 8.053 
16 8.8 9788.39 
16 9.8 147429 
16 10.8 148940 
16 11.8 9218.01 
16 12.8 10.895 
16 13.8 73793.3 
16 14.8 74221.9 
16 15.8 10.878 


